id,rotulo,direccion,municipio,provincia,lat,lon,horario,venta
2202,GLOBALTANK,CARRETERA N-344 KM. 37,Abarán,MURCIA,38.237778,-1.329389,L-D: 24H,P
2203,CABEZO GAS,"CARRETERA MU-4 KM. 4,5",Murcia,MURCIA,38.038806,-1.115944,L-V: 07:00-19:00; S: 08:00-13:00,P
2204,MOEVE,"CARRETERA N-340A KM. 590,8",Lorca,MURCIA,37.655111,-1.711778,L-D: 06:00-22:00,P
2205,CEPSA,"AVENIDA PRIMERO DE MAYO, PARCELA 7, POLIGONO 1-A, 7",Murcia,MURCIA,37.990361,-1.118056,L-D: 06:30-22:30,P
2206,BP,"CARRETERA N-340 KM. 309,8",Librilla,MURCIA,37.885556,-1.360389,L-D: 24H,P
2207,MOEVE,"VÍA B-3, PENETRACION AL PUERTO, 1,4",Cartagena,MURCIA,37.595306,-0.968417,L-D: 06:00-22:00,P
2208,REPSOL,"CARRETERA C-37 KM. 78,48",Sant Salvador de Guardiola,BARCELONA,41.700722,1.793306,L-D: 06:00-22:00,P
2210,REPSOL,"CARRETERA C-1415 KM. 1,4",Mataró,BARCELONA,41.541250,2.421222,L-D: 06:00-22:00,P
2212,REPSOL,"CALLE ACADEMIA, 28",Lleida,LLEIDA,41.611111,0.618139,L-D: 24H,P
2213,REPSOL,"CR C-35 , P.K. 51",Santa Maria de Palautordera,BARCELONA,41.657444,2.450278,L-D: 06:00-22:00,P
2214,REPSOL,"AVENIDA VIRGEN DE MONTSERRAT, 87",Barcelona,BARCELONA,41.415583,2.167000,L-D: 06:00-22:00,P
2215,REPSOL,"CALLE GUIPUZCOA ESQ PEDRO IV, S/N",Sant Adrià de Besòs,BARCELONA,41.427056,2.211500,L-D: 06:00-22:00,P
2216,BP PEDRO IV,"CALLE PEDRO IV, 440",Barcelona,BARCELONA,41.413444,2.206139,L-D: 06:00-13:59 y 14:00-23:00,P
2217,ESCLATOIL,"CALLE SAN RAMON, 259",Cerdanyola del Vallès,BARCELONA,41.488167,2.129222,L-D: 24H,P
2218,REPSOL,"CARRETERA C-1413 KM. 9,8",Rubí,BARCELONA,41.481222,2.030833,L-D: 05:00-23:00,P
2219,REPSOL,"CARRETERA C-59 KM. 16,59",Caldes de Montbui,BARCELONA,41.654472,2.161417,L-D: 06:00-22:00,P
2221,REPSOL,"CR N-230, 163,7",Vielha e Mijaran,LLEIDA,42.701917,0.793222,L-D: 07:00-23:00,P
2222,REPSOL,CARRETERA N-240 KM. 89,Lleida,LLEIDA,41.610750,0.662972,L-D: 06:00-22:00,P
2223,REPSOL,"C-32 PK 88,5",Teià,BARCELONA,41.491917,2.333944,L-D: 24H,P
2224,REPSOL,"CALLE SAN BRUNO, 17",Badalona,BARCELONA,41.453222,2.250750,L-D: 06:00-22:00,P
2225,REPSOL L'ESCALA,"CALLE CLOSA D'EN LLOP, 2",Escala (L'),GIRONA,42.124972,3.123222,L: 24H,P
2226,MOEVE,"CALLE MOLINS DE REI, 135/137",Sabadell,BARCELONA,41.538944,2.099472,L-D: 07:00-23:00,P
2227,AUTONETOIL,"CALLE RENCLUSA, 36",Hospitalet de Llobregat (L'),BARCELONA,41.369806,2.106722,L-D: 24H,P
2228,BALLENOIL,"CARRETERA B-140 KM. 5,5",Santa Perpètua de Mogoda,BARCELONA,41.534167,2.170000,L-D: 24H,P
2229,REPSOL,CARRETERA B-402 KM. 10,Pobla de Lillet (La),BARCELONA,42.245111,1.978500,L-D: 07:00-21:00,P
2230,REPSOL,"CR C-1413, 7,7 (C-1413 km 7,75)",Sant Cugat del Vallès,BARCELONA,41.464389,2.017611,L-D: 06:00-22:00,P
2231,REPSOL,"AU AP-7, 86",Maçanet de la Selva,GIRONA,41.772833,2.739972,L-D: 24H,P
2232,PETRONOR,"CARRETERA OLOT KM. 38,5",Figueres,GIRONA,42.260889,2.950056,L-D: 06:00-22:00,P
2233,REPSOL,CARRETERA B-5002 KM. 15,Granollers,BARCELONA,41.594639,2.285722,L-D: 24H,P
2234,BP MONTGAT,"CALLE RAMON Y CAJAL, S/N",Montgat,BARCELONA,41.462972,2.268750,L-D: 24H,P
2235,BP RECA,"CALLE INDUSTRIA, S/N",Ripollet,BARCELONA,41.494028,2.162306,L-D: 06:00-23:00,P
2237,REPSOL,"AVENIDA PRESIDENT COMPANYS, 280",Badalona,BARCELONA,41.459833,2.249361,L-D: 24H,P
2238,REPSOL,"CL AVENIDA GENERALITAT, 97",Santa Coloma de Gramenet,BARCELONA,41.444583,2.210583,L-D: 24H,P
2239,REPSOL,CARRETERA C-13 KM. 11,Alcoletge,LLEIDA,41.694667,0.738083,L-D: 06:00-22:00,P
2241,REPSOL,"CALLE 6   SECTOR  C    ZONA FRANCA, S/N",Barcelona,BARCELONA,41.328028,2.113944,L-D: 24H,P
2242,REPSOL,CARRETERA NAC-152 KM. 171,Puigcerdà,GIRONA,42.432667,1.936194,L-D: 06:00-00:00,P
2243,REPSOL,"CARRETERA DE SANTPEDOR KM. 3,5",Sant Fruitós de Bages,BARCELONA,41.758083,1.840028,L-V: 06:00-22:00,P
2246,BP,"CALLE PARDO BAZAN, 2",Terrassa,BARCELONA,41.575333,2.007000,L-D: 24H,P
2248,BP SANTIGA,"CR DE RIPOLLET A SANTIGA KM  2,4",Barberà del Vallès,BARCELONA,41.518694,2.148250,L-D: 24H,P
2249,BP HOSTAL DE LA SELVA,CR N-II MADRID-FRANCIA KM  695,Sils,GIRONA,41.802306,2.761889,L-D: 24H,P
2252,GALP,"PLAZA MAESTRO CLAVE, 10",Hospitalet de Llobregat (L'),BARCELONA,41.361528,2.106333,L-D: 06:00-22:00,P
2253,REPSOL,"CL CRTA. NUEVA, 37 (N-152 km 37,3)",Garriga (La),BARCELONA,41.684389,2.282833,L: 06:00-22:00,P
2255,REPSOL,"RAMBLA MARINA, 428",Hospitalet de Llobregat (L'),BARCELONA,41.353750,2.106639,L-D: 06:00-22:00,P
2256,REPSOL,"AVENIDA JAIME I, 24",Mollerussa,LLEIDA,41.629694,0.887806,L-D: 24H,P
2257,REPSOL,"AVENIDA JAIME I, 24",Mollerussa,LLEIDA,41.630056,0.887778,L-D: 06:00-22:00,P
2258,CARBURANTS BONOIL,"CARRETERA GI-682 KM. 6,965",Blanes,GIRONA,41.688500,2.801000,L-D: 24H,P
2259,GALP,"CARRETERA CTRA. C-253, P.K. 47,5 KM. 47,5",Calonge,GIRONA,41.836833,3.086000,L-D: 24H,P
2260,GALP,"AUTOPISTA AP 7 KM. 70,5",Riudellots de la Selva,GIRONA,41.906000,2.772139,L-D: 24H,P
2261,GALP,"AUTOVIA AP - 7 KM. 70,5",Riudellots de la Selva,GIRONA,41.906833,2.773556,L-D: 24H,P
2263,GALP,"AVINGUDA EUROPA, 47",Blanes,GIRONA,41.675778,2.774667,L-D: 06:00-22:00,P
2264,GALP,"CAMINO SECTOR ""RECINTO FERIAL"",CNO CEMENTERIO, S/N",Figueres,GIRONA,42.261222,2.976639,L-D: 06:00-22:30,P
2265,GALP,CARRETERA GI-682 KM. 10,Lloret de Mar,GIRONA,41.698111,2.827278,L-D: 06:00-22:00,P
2266,BP VULCANO,"CARRETERA SANTA PAU KM. 0,523",Olot,GIRONA,42.176083,2.491861,L-D: 06:00-22:00,P
2267,PETROPRIX,"CALLE DOCTOR BARTRINA, 10",Olot,GIRONA,42.189417,2.475611,L-D: 24H,P
2269,BP,CARRETERA N2 KM. 0,Jonquera (La),GIRONA,42.424444,2.869500,L-D: 24H,P
2270,PETROLIS,"AVENIDA EUROPA - PARCELA, 7",Olot,GIRONA,42.192861,2.482639,L-D: 06:00-22:00,P
2271,GALP,"ZONA COMERCIAL SECTOR DUANA, S/N",Jonquera (La),GIRONA,42.428333,2.866278,L-D: 24H,P
2273,REPSOL,"AVENIDA CASTELL D'ARO, 122",Castell-Platja d'Aro,GIRONA,41.816222,3.050861,L-D: 06:00-22:00,P
2274,REPSOL,"CR N-230, 164,1",Vielha e Mijaran,LLEIDA,42.711111,0.797083,L-X: 07:00-23:00; J-S: 00:00-23:59; D: 07:00-23:00,P
2275,REPSOL,"POLIGONO CR C-153 PGNO. MALLOLES, 2,7",Vic,BARCELONA,41.952222,2.277472,L-V: 05:00-21:00; S-D: 06:00-21:00,P
2276,MOEVE,"CARRETERA A-2 KM. 489,5",Vila-sana,LLEIDA,41.643444,0.931306,L-D: 06:00-22:00,P
2280,SHELL - E.S. BELLVIS,"LV-3311 km 5,2",Bellvís,LLEIDA,41.670278,0.814167,L-D: 24H,P
2281,REPSOL,"CARRETERA C-13 KM. 86,30",Tremp,LLEIDA,42.171361,0.895000,L-D: 06:00-22:00,P
2282,REPSOL,CARRETERA C 14 KM. 134,Bassella,LLEIDA,42.005889,1.294306,L-D: 06:00-23:00,P
2283,BALLENOIL,"AVENIDA BARCELONA (N-IIA PK 463,5), 17",Lleida,LLEIDA,41.609056,0.637083,L-D: 24H,P
2284,BALLENOIL,"AVENIDA BARCELONA (N-IIA PK 463,5), 17",Lleida,LLEIDA,41.609306,0.636222,L-D: 24H,P
2285,PETRONOR,CARRETERA N-2 KM. 555,Òdena,BARCELONA,41.578361,1.636806,L-D: 06:00-22:00,P
2286,CEPSA,"AVENIDA FRANCIA, SN",Portbou,GIRONA,42.427278,3.158528,L-V: 08:00-14:00; S: 08:00-13:00,P
2287,REPSOL,CARRETERA N-II A KM. 480,Sidamon,LLEIDA,41.633333,0.823056,L-D: 06:00-22:00,P
2288,REPSOL,"CR N-2 A ,P.K.4,5",Figueres,GIRONA,42.255889,2.968667,L-D: 24H,P
2290,REPSOL,"CARRETERA C-17 KM. 1,5",Montcada i Reixac,BARCELONA,41.466861,2.177833,L-D: 24H,P
2291,GALP,AUTOPISTA AP 7 KM 7 KM. 7,Jonquera (La),GIRONA,42.405722,2.874361,L-D: 24H,P
2292,REPSOL,"AUTOVIA C 16 , 35,6 KM. 35,6",Sant Fruitós de Bages,BARCELONA,41.773139,1.881472,L-D: 06:00-22:00,P
2293,PETRONOR,"CALLE SAN FELIU, S/N",Vall de Boí (La),LLEIDA,42.504500,0.802750,L-D: 08:00-20:00,P
2294,REPSOL,CARRETERA DE BERGA KM. S/N,Sant Llorenç de Morunys,LLEIDA,42.136056,1.591778,L-D: 06:30-21:00,P
2295,BP PORTAL DEL VALLES DCHA.,"CR A-18 BARC.-TARR.DCHA. KM  2,8",Montcada i Reixac,BARCELONA,41.470639,2.165778,L-D: 24H,P
2296,REPSOL,"CALLE PRATS LLUSANES - ESQ. C. URGEL, S/N",Sabadell,BARCELONA,41.560972,2.100972,L-D: 05:00-23:00,P
2297,BALLENOIL,"CALLE MOZART, 24",Santa Coloma de Gramenet,BARCELONA,41.454222,2.217333,L-D: 24H,P
2298,PETROCAT,"CR N-230, 7",Torrefarrera,LLEIDA,41.671361,0.604722,L-D: 05:00-23:00,P
2300,REPSOL,"CR C-1415, 17,4",Roca del Vallès (La),BARCELONA,41.596694,2.309139,L-D: 24H,P
2301,REPSOL,"CL PAU CLARIS, 13",Martorell,BARCELONA,41.475167,1.927778,L-D: 24H,P
2302,"""BP""",CARRETERA GIRONA SANTA COLOAM FARNERS KM. 13,Vilobí d'Onyar,GIRONA,41.892056,2.731972,L-S: 06:00-22:00; D: 07:00-22:00,P
2303,JULIA-OIL,"CARRETERA RUBI A SANT CUGAT BP-1503 KM. 18,4",Rubí,BARCELONA,41.484917,2.042083,L-D: 24H,P
2304,REPSOL,"AVENIDA 303, 1",Castelldefels,BARCELONA,41.275250,1.973528,L-D: 06:00-22:00,P
2305,REPSOL,"PASEO VALLDAURA, 106",Barcelona,BARCELONA,41.439306,2.161444,L-D: 24H,P
2306,BP DANI,"CALLE JOAN GÜELL, 207",Barcelona,BARCELONA,41.385972,2.129583,L-D: 06:00-22:00,P
2307,REPSOL,"CARRER DEL BOSC, 16",Mollet del Vallès,BARCELONA,41.547861,2.222167,L-D: 24H,P
2308,REPSOL,"CALLE SANT ADRIA, 81",Barcelona,BARCELONA,41.435833,2.201472,L-S: 06:00-22:00; D: 07:00-15:00,P
2309,REPSOL,"CALLE BARCELONA, 208",Girona,GIRONA,41.962472,2.811028,L-D: 24H,P
2310,BALLENOIL,"TIRSO DE MOLINA, 2-6, 2",Sabadell,BARCELONA,41.534278,2.118306,L-D: 24H,P
2311,REPSOL,"CL ALFONSO XII, 161",Banyoles,GIRONA,42.123361,2.763417,L-D: 06:00-22:00,P
2312,PETRONOR,"CARRETERA N-2 KM. 593,5",Martorell,BARCELONA,41.489222,1.913083,L-V: 06:00-21:00; S: 08:00-13:00,P
2313,CEPSA,"AVENIDA VILAFRANCA, S/N",Vilanova i la Geltrú,BARCELONA,41.239028,1.726111,L-V: 06:30-22:00; S-D: 07:00-21:00,P
2314,REPSOL,CARRETERA C-240 KM. 29,Tàrrega,LLEIDA,41.639833,1.138806,L-D: 24H,P
2315,PANDORA ENERGY,"CALLE BARCELONA, 298",Sant Vicenç dels Horts,BARCELONA,41.400306,2.006861,L-D: 24H,P
2316,REPSOL,"CALLE LES TRIES, 70",Olot,GIRONA,42.189556,2.504278,L-D: 06:00-22:00,P
2317,E.S. PINEDA DE MAR,CARRETERA N-II KM. 671,Pineda de Mar,BARCELONA,41.629306,2.689944,L-D: 24H,P
2318,BP CAN SOLA,CARRETERA CERDANYOLA KM. 108,Sant Cugat del Vallès,BARCELONA,41.477306,2.096972,L-D: 24H,P
2319,REPSOL,"AVENIDA DE LA CERDANYA, S/N",Calonge,GIRONA,41.850139,3.117444,L-D: 24H,P
2322,REPSOL,"CL F.JUNIP.SERRA ESQU.SANTANDER, 91",Barcelona,BARCELONA,41.432500,2.206111,L-V: 07:30-13:30 y 16:30-19:00,P
2323,REPSOL,"CARRETERA N-152 KM. 11,9",Montcada i Reixac,BARCELONA,41.491667,2.185278,L-D: 06:00-22:00,P
2324,REPSOL,"CARRETERA C-35 KM. 55,100",Sant Celoni,BARCELONA,41.680667,2.486083,L-D: 05:00-23:00,P
2326,REPSOL,"CARRETERA C-55 KM. 6,39",Olesa de Montserrat,BARCELONA,41.552278,1.880222,L-D: 06:00-22:00,P
2328,REPSOL,"CR C-12  P.K. 128,20 (C-12 km 127)",Alfés,LLEIDA,41.517667,0.619667,L-D: 07:00-22:00,P
2329,SERVICIOS PETROLIFEROS,"CARRETERA DE LA SANSON, NUMERO 78 KM. 78",Sant Feliu de Llobregat,BARCELONA,41.394056,2.051111,L-D: 24H,P
2330,REPSOL,"CARRETERA C-260 KM. 28,7",Figueres,GIRONA,42.279278,2.951028,L-S: 06:00-22:00,P
2331,REPSOL,"CALLE DOMENECH I MONTANER, 96",Sabadell,BARCELONA,41.530222,2.103361,L-D: 06:00-22:00,P
2332,REPSOL,AUTOPISTA AP-7 KM. 7,Jonquera (La),GIRONA,42.405278,2.872250,L-D: 24H,P
2333,BP VIA FAVENCIA,CL VIA FAVENCIA  75 - 121,Barcelona,BARCELONA,41.443639,2.171000,L-D: 24H,P
2334,REPSOL,AVENIDA CATALUÑA 135-137,Palma de Cervelló (La),BARCELONA,41.414028,1.962917,L-D: 06:00-22:00,P
2335,REPSOL,"RAMBLA SANT JOAN, 117",Badalona,BARCELONA,41.453222,2.228722,L-D: 06:00-22:00,P
2336,REPSOL,"AVENIDA ALCALDE RECASENS, 25",Lleida,LLEIDA,41.625444,0.628889,L: 07:00-22:00,P
2337,REPSOL,"CARRETERA SANTIGA KM. 0,430",Ripollet,BARCELONA,41.500306,2.151028,L-D: 06:00-22:00,P
2339,REPSOL,"CALLE SANTA EULALIA, 27",Hospitalet de Llobregat (L'),BARCELONA,41.367639,2.130083,L-D: 06:00-22:00,P
2340,MOEVE,"CR N-2, 591,3",Martorell,BARCELONA,41.464778,1.948361,L-D: 06:00-22:00,P
2341,REPSOL,AUTOPISTA AP-7 KM. 35,Garrigàs,GIRONA,42.173417,2.930083,L-D: 24H,P
2342,REPSOL,"CR BP-1213, 1,8 (BP-1213 km 1,85)",Viladecavalls,BARCELONA,41.562278,1.967583,L-D: 06:00-22:00,P
2343,VILACARBURANTS,"AVENIDA FRANCESC MACIA, 226",Santa Coloma de Gramenet,BARCELONA,41.458667,2.195889,L-D: 24H,P
2344,REPSOL,CR AUTOPISTA AP-7  KM 144.1,Santa Perpètua de Mogoda,BARCELONA,41.526417,2.166611,L-D: 24H,P
2345,REPSOL,"CARRETERA C-16 KM. 130,733",Bellver de Cerdanya,LLEIDA,42.346167,1.833806,L-D: 24H,P
2346,REPSOL,"CARRETERA C-16 KM. 136,6",Bellver de Cerdanya,LLEIDA,42.346556,1.832806,L-D: 24H,P
2347,BP PORTAL DEL VALLES IZDA.,"CR C-58 TARR.-BARCEL. IZ. KM  2,8",Montcada i Reixac,BARCELONA,41.469389,2.166611,L-D: 24H,P
2349,REPSOL,"AVINGUDA MONTSERRAT, 2",Igualada,BARCELONA,41.576472,1.629278,L-D: 06:00-22:00,P
2350,REPSOL,"CALLE URGELL, 11",Balaguer,LLEIDA,41.793083,0.810972,L-D: 06:00-22:00,P
2352,REPSOL,"CALLE CRUZ, S/N",Girona,GIRONA,41.975250,2.823750,L-D: 06:00-22:00,P
2353,MOEVE,"AVDA. FLIX, 41",Lleida,LLEIDA,41.599417,0.633139,L-D: 06:00-23:00,P
2354,BP MOLMAR,"CR C-245  GARRAF-BARCELONA KM  8,9 (CARRETERA km 179)",Sant Boi de Llobregat,BARCELONA,41.324861,2.031806,L-V: 06:00-22:00; S-D: 06:00-14:00,P
2359,REPSOL,"CARRETERA COMARCAL LO 640 KM. 0,8",Pradejón,RIOJA (LA),42.325472,-2.050417,L-V: 07:00-21:00; S: 08:00-14:00,P
2360,REPSOL,"CARRETERA N-232 KM. 353,700",Calahorra,RIOJA (LA),42.262861,-1.915306,L-V: 08:00-20:00,P
2361,REPSOL,"CARRETERA N-232 KM.353.700 KM. 353,700",Calahorra,RIOJA (LA),42.263389,-1.917500,L-D: 24H,P
2363,PETRONOR,"AVENIDA LA RIOJA, 4",Haro,RIOJA (LA),42.575222,-2.851139,L-V: 07:00-21:00; S: 09:00-14:00,P
2364,REPSOL,"CR LO-20 ,P.K. 10",Logroño,RIOJA (LA),42.454222,-2.503944,L-D: 06:00-22:00,P
2365,REPSOL,"CALLE PIQUERAS, 22",Logroño,RIOJA (LA),42.456556,-2.432361,L-D: 06:00-22:00,P
2366,PETRONOR,"VÍA VIA DE SERVICIO ANTIGUA N-232, 1",Cuzcurrita de Río Tirón,RIOJA (LA),42.552444,-2.965306,L-D: 06:30-22:30,P
2367,REPSOL,"CL AVENIDA DE MADRID, 25",Logroño,RIOJA (LA),42.453361,-2.448000,L-D: 00:00-23:00,P
2368,GALP,CARRETERA CTRA. HARO-PRADOLUENGO KM. 33,Ezcaray,RIOJA (LA),42.332556,-3.013222,L-D: 08:00-21:00,P
2369,REPSOL,"CR N-111, 292",Villanueva de Cameros,RIOJA (LA),42.166556,-2.650028,L-D: 24H,P
2370,REPSOL SA,"AVENIDA AVDA. ZARAGOZA, 15",Alfaro,RIOJA (LA),42.178500,-1.756417,L-V: 08:00-14:30,P
2371,CAMPSA,"CL AVENIDA NUMANCIA, S.N.",Calahorra,RIOJA (LA),42.302694,-1.974583,L-V: 08:00-20:00; S: 08:00-15:00,P
2372,REPSOL,"CR LR-113, 99,2 (LR-113 km 24)",Viniegra de Abajo,RIOJA (LA),42.173639,-2.885722,L-D: 08:00-20:00,P
2374,PETRONOR,CARRETERA NACIONAL 232A KM. 47,San Vicente de la Sonsierra,RIOJA (LA),42.571028,-2.761583,L-D: 07:00-22:00,P
2375,NALDA,"CR N-111, 318,5",Nalda,RIOJA (LA),42.350472,-2.497278,L-D: 06:00-22:00,P
2377,PETRONOR,"AUTOPISTA AP-68 KM. 176,9",Calahorra,RIOJA (LA),42.292028,-1.971111,L-D: 07:00-23:00,P
2378,PETRONOR,"AUTOPISTA AP-68 KM. 176,9",Calahorra,RIOJA (LA),42.292583,-1.969667,L-D: 07:00-23:00,P
2379,REPSOL,"AU AP-68, 136,2",Logroño,RIOJA (LA),42.450417,-2.370917,L-D: 24H,P
2380,PETRONOR,"AU AP-68, 100",San Asensio,RIOJA (LA),42.513222,-2.752889,L-D: 07:00-23:00,P
2381,PETRONOR,"AU AP-68, 100",San Asensio,RIOJA (LA),42.511667,-2.754389,L-D: 07:00-23:00,P
2382,MOEVE,"CARRETERA LOGROÑO-VIGO KM. 43,5",Bañares,RIOJA (LA),42.439639,-2.935083,L-S: 07:00-22:00; D: 08:00-22:00,P
2383,REPSOL,CARRETERA TRA.NAL 232 KM. 393,Agoncillo,RIOJA (LA),42.431389,-2.280028,L-V: 07:00-21:00; S: 08:00-14:00,P
2384,REPSOL,"AVENIDA ARAGON, 7",Logroño,RIOJA (LA),42.460056,-2.407111,L-D: 06:00-22:00,P
2385,REPSOL,"AVENIDA ARAGON, 2,",Logroño,RIOJA (LA),42.459722,-2.406833,L-V: 06:00-22:00,P
2386,PETRONOR,CARRETERA N-124 KM. 41,Haro,RIOJA (LA),42.566361,-2.838861,L-D: 24H,P
2387,PETRONOR,"CARRETERA N-124 KM. 41,200",Haro,RIOJA (LA),42.566278,-2.839528,L-D: 06:30-22:30,P
2388,AVIA,CARRETERA N-232 KM. 399,Agoncillo,RIOJA (LA),42.449778,-2.343250,L-V: 07:00-00:00,P
2390,REPSOL,"CR N-111, 335,2",Logroño,RIOJA (LA),42.487917,-2.429472,L-V: 07:00-21:00; S: 08:00-14:00,P
2391,REPSOL SA,"CARRETERA CTRA. NACIONAL N-232 KM.337,80 KM. 337,80",Alfaro,RIOJA (LA),42.182778,-1.762083,L-D: 06:00-22:00,P
2392,REPSOL,"CR LR-113, 44",Baños de Río Tobía,RIOJA (LA),42.328528,-2.760750,L-D: 07:00-22:00,P
2393,REPSOL,"CR LR-115, 35,4",Autol,RIOJA (LA),42.213722,-1.990472,L-V: 07:00-21:00; S: 08:00-14:00 y 16:30-20:30,P
2396,REPSOL,CARRETERA LR-123 KM. 11,Cervera del Río Alhama,RIOJA (LA),42.017139,-1.946889,L-S: 08:00-15:00 y 16:00-20:00,P
2397,PETRONOR,"CR N-232, 429,2",Cenicero,RIOJA (LA),42.483194,-2.652472,L-V: 07:00-21:00; S: 08:00-14:00,P
2399,AVIA,"AVENIDA BURGOS, 49",Logroño,RIOJA (LA),42.461611,-2.470417,L-D: 06:00-22:00,P
2400,AVIA,"AVENIDA BURGOS, 49",Logroño,RIOJA (LA),42.461444,-2.469472,L-D: 24H,P
2402,AVIA,"CARRETERA N-232 KM. 408,6",Logroño,RIOJA (LA),42.479694,-2.456694,L-D: 06:00-22:00,P
2403,AVIA,"CARRETERA N-232 KM. 420,9",Fuenmayor,RIOJA (LA),42.463111,-2.570389,L-D: 06:00-22:00,P
2406,ADELFAS,"CARRERA NACIONAL 232, KM 441,",Briones,RIOJA (LA),42.536083,-2.773139,L-D: 07:00-22:00,P
2407,AVIA,"CALLE BEBRICIO, 71",Calahorra,RIOJA (LA),42.306556,-1.971194,L-D: 06:00-22:00,P
2409,REPSOL,"CALLE RECH ESQ CREU, S/N",Binissalem,BALEARS (ILLES),39.686861,2.839972,L-D: 06:00-22:00,P
2410,REPSOL,"CALLE CAMI VELL DE NUBYOLA, S/N",Palma de Mallorca,BALEARS (ILLES),39.602361,2.674917,L-D: 06:00-22:00,P
2411,BP CA SESTRELLA,"CARRETERA ARTA-PTO.ALCUDIA,99,",Santa Margalida,BALEARS (ILLES),39.762000,3.152361,L-S: 06:30-21:00,P
2413,FLUID,CARRETERA C-31 KM. 20,Viladamat,GIRONA,42.135306,3.071111,L: 09:30-13:30,P
2414,BP EL PRAT,"AVENIDA JOSEP ANSELM CLAVE, 106",Prat de Llobregat (El),BARCELONA,41.333306,2.099056,L-D: 06:00-22:00,P
2416,PETROLIS,CARRETERA C-13 KM. 131,Rialp,LLEIDA,42.437111,1.130556,L-D: 07:00-21:00,P
2417,BP,CARRETERA DE GIRONA C-65 KM. 0,Sant Feliu de Guíxols,GIRONA,41.794500,3.020194,L-D: 24H,P
2418,BP PARADA LA CREU,"AVENIDA FRANCISCO MARIMON, 121",Esparreguera,BARCELONA,41.532194,1.874917,L-D: 06:00-22:00,P
2419,VILALTA,CARRETERA C-1410A KM. 29,Cardona,BARCELONA,41.907278,1.698917,L-D: 07:00-21:00,P
2421,BP OIL,"PASSEIG DE LA PAU, S/N",Berga,BARCELONA,42.099194,1.845222,L-J: 06:00-01:00; V-S: 24H; D: 06:00-01:00,P
2422,BP ALMOGAVARES,CL ALMOGAVARES  159 - 161,Barcelona,BARCELONA,41.399333,2.192778,L-J: 06:00-22:00; V: 06:00-23:00; S-D: 10:00-14:30 y 15:30-21:00,P
2423,REPSOL,"CL INDUSTRIA, 629",Badalona,BARCELONA,41.431083,2.232111,L-D: 05:00-23:00,P
2425,BP BADALONA,CARRETERA DE MATARO KM. 30,Badalona,BARCELONA,41.458417,2.264556,L-D: 24H,P
2426,REPSOL,CARRETERA B-211 KM. 8,Sant Pere de Ribes,BARCELONA,41.256000,1.778861,L-D: 06:00-22:00,P
2431,BP OIL,"AVENIDA RHODE, S/N",Roses,GIRONA,42.255583,3.182361,L: 06:00-22:00,P
2432,GALP,"C-35  KM.82,5,",Maçanet de la Selva,GIRONA,41.781139,2.740917,L-D: 06:00-22:00,P
2434,CEPSA,C-240 km 89,Agramunt,LLEIDA,41.782000,1.094528,L-D: 07:00-22:00,P
2438,CEPSA,CARRETERA NACIONAL 260 KM. 1,Portbou,GIRONA,42.433694,3.165944,L-S: 07:00-19:00; D: 09:00-19:00,P
2439,MEROIL,"PASEO PAISOS CATALANS, 57",Salt,GIRONA,41.973472,2.798528,L: 06:00-22:00,P
2440,E.S. TOSSA DE MAR,"AVENIDA PUERTO RICO, 1",Tossa de Mar,GIRONA,41.721806,2.928333,L-D: 07:00-22:00,P
2441,BP ARENYS DE MAR,"CR RA-2 KM  655,9",Arenys de Mar,BARCELONA,41.575167,2.542056,L-D: 24H,P
2442,REPSOL,"CARRETERA CR CM-1411 ABRERA-BELLVER KM. 17,1",Castellbell i el Vilar,BARCELONA,41.636833,1.850222,L-D: 06:00-22:00,P
2443,REPSOL,CARRETERA A-2 KM. 504,Vilagrassa,LLEIDA,41.647111,1.103222,L-V: 06:00-22:00,P
2445,REPSOL,"AVENIDA EUROPA, 2",Llançà,GIRONA,42.365444,3.150750,L-D: 06:00-22:00,P
2446,RIU D'OR,"CL TEULERA , 15",Santa Cristina d'Aro,GIRONA,41.811417,2.998861,L-S: 7:00-22:00,P
2447,REPSOL,CARRETERA N-II KM. 518,Cervera,LLEIDA,41.670972,1.261056,L: 06:00-22:00,P
2449,REPSOL,"CR C-31, 164,38",Sitges,BARCELONA,41.238528,1.827417,L-D: 24H,P
2450,REPSOL,CARRETERA NII KM. 475,Bell-lloc d'Urgell,LLEIDA,41.628667,0.774750,L-D: 24H,P
2452,REPSOL,"CL MAYOR, 610",Vallirana,BARCELONA,41.382750,1.927528,L-D: 06:00-22:00,P
2453,REPSOL,"CALLE MAJOR, 94",Almacelles,LLEIDA,41.727667,0.441750,L-D: 24H,P
2455,BALLENOIL,"CALLE CLOT, 2",Barcelona,BARCELONA,41.405833,2.187306,L-D: 24H,P
2456,REPSOL,"CALLE COLON, 123",Terrassa,BARCELONA,41.558444,2.024278,L: 06:00-23:59,P
2457,REPSOL,"CALLE COLON, 125",Terrassa,BARCELONA,41.558833,2.024056,L-V: 07:00-21:00; S-D: 08:00-16:00,P
2458,REPSOL,"CARRETERA LL-11 KM. 10,00",Lleida,LLEIDA,41.611222,0.643667,L-D: 06:00-23:00,P
2460,PETROCAT,"CARRETERA C-16 KM. 73,47",Navàs,BARCELONA,41.903861,1.878111,L-D: 06:00-22:00,P
