id,rotulo,direccion,municipio,provincia,lat,lon,horario,venta
7718,BP FASNIA,"AUTOVIA TF-1 KM. 36,5",Fasnia,SANTA CRUZ DE TENERIFE,28.222694,-16.414139,L-D: 06:00-22:00,P
7719,PCAN,"CARRETERA TF-28 GENERAL DEL SUR KM. 9,9",Candelaria,SANTA CRUZ DE TENERIFE,28.399472,-16.350889,L-S: 06:00-22:00; D: 07:00-15:00,P
7720,PCAN,"CARRETERA TF24 LA LAGUNA - EL PORTILLO KM. 5,5",Rosario (El),SANTA CRUZ DE TENERIFE,28.456000,-16.362139,L-D: 06:00-22:00,P
7721,TGAS EL MÉDANO,"CARRETERA TF64 GRANADILLA - EL MEDANO KM. 7,7",Granadilla de Abona,SANTA CRUZ DE TENERIFE,28.068889,-16.553250,L-D: 24H,P
7722,PCAN,CARRETERA TF47 ARMEÑIME-PUERTO SANTIAGO KM. 15,Guía de Isora,SANTA CRUZ DE TENERIFE,28.205056,-16.829889,L-D: 24H,P
7723,DISA LOS BARROS,"CALLE LOS BARROS, 33",Realejos (Los),SANTA CRUZ DE TENERIFE,28.390083,-16.582167,L-D: 06:00-22:00,P
7724,TGAS SANTA CATALINA,CARRETERA TF-5 SANTA CRUZ - ICOD KM. 49,Guancha (La),SANTA CRUZ DE TENERIFE,28.389750,-16.665028,L-D: 24H,P
7725,PCAN,"CARRETERA TF-24 LA LAGUNA-EL PORTILLO KM. 2,2",San Cristóbal de La Laguna,SANTA CRUZ DE TENERIFE,28.473972,-16.336667,L-D: 06:00-23:00,P
7726,ESTACIÓN ABADES KM 44,"AUTOPISTA AUTOPISTA TENERIFE SUR KM. 44,2",Arico,SANTA CRUZ DE TENERIFE,28.130806,-16.464806,L-D: 24H,P
7727,TGAS-TU TRÉBOL,"POLIGONO EL MAYORAZGO, S/N",Santa Cruz de Tenerife,SANTA CRUZ DE TENERIFE,28.442083,-16.284056,L-S: 07:30-21:00; D: 08:00-14:00,P
7728,TGAS TEGUESTE,CARRETERA TF-13 LA LAGUNA - BAJAMAR KM. 6,Tegueste,SANTA CRUZ DE TENERIFE,28.519972,-16.335028,L: 06:00-23:00,P
7730,TGAS-TU TRÉBOL,"AUTOPISTA TF1 AUTOPISTA SUR A ARMEÑIME, CRUCE LA CALETA KM. S/N",Adeje,SANTA CRUZ DE TENERIFE,28.120111,-16.739889,L-D: 08:00-21:00,P
7731,PCAN,CARRETERA TF 636 SAN ISIDRO - CHIMICHE KM. 4,Granadilla de Abona,SANTA CRUZ DE TENERIFE,28.103528,-16.551361,L-D: 08:00-23:00,P
7732,TGAS GARAFÍA,CARRETERA LP1- CRUCE SAN ANTONIO DEL MONTE KM. S/N,Garafía,SANTA CRUZ DE TENERIFE,28.808194,-17.914528,L-D: 07:30-20:00,P
7733,TGAS TACORONTE,CARRETERA GENERAL DEL NORTE KM. 79,Tacoronte,SANTA CRUZ DE TENERIFE,28.477472,-16.411778,L-D: 24H,P
7734,TGAS MONTESDEOCA,"PLAZA SAN CRISTOBAL, 9",San Cristóbal de La Laguna,SANTA CRUZ DE TENERIFE,28.484639,-16.313778,L-D: 06:00-22:00,P
7735,DISA BAJADA A LOS GIGANTES,"CARRETERA PUERTO SANTIAGO - TAMAIMO KM. 1,5",Santiago del Teide,SANTA CRUZ DE TENERIFE,28.260806,-16.824278,L-D: 06:00-22:00,P
7736,TGAS LAS MERCEDES,"CARRETERA TF-12 LAS CANTERAS KM. 0,5",San Cristóbal de La Laguna,SANTA CRUZ DE TENERIFE,28.515222,-16.301889,L-S: 07:00-22:00; D: 08:00-21:00,P
7738,BP VALLESECO,"CALLE PEROJO, 19",Valleseco,PALMAS (LAS),28.049111,-15.576139,L-V: 07:00-21:00; S: 07:30-21:00; D: 08:00-21:00,P
7739,PCAN,"CALLE SAN BLAS, 15",Tías,PALMAS (LAS),28.951389,-13.649278,L-D: 06:00-23:00,P
7740,BP,CARRETERA LOS MARMOLES KM. 2,Arrecife,PALMAS (LAS),28.968250,-13.543722,L-D: 24H,P
7741,DISA TEGUISE GOLF,"AVENIDA CAMPO DE GOLF, S/N",Teguise,PALMAS (LAS),29.000444,-13.503861,L-D: 06:00-22:00,P
7742,PCAN GIL,"CALLE ALMIRANTE LALLERMAND, 31",Puerto del Rosario,PALMAS (LAS),28.500750,-13.852250,L-D: 24H,P
7743,PCAN ARRIETA,"CARRETERA GENERAL DEL NORTE KM. 16,1",Haría,PALMAS (LAS),29.131722,-13.464861,L-D: 24H,P
7744,DISA EL MATORRAL,CARRETERA PUERTO ROSARIO - EL CASTILLO KM. 8,Antigua,PALMAS (LAS),28.421694,-13.865139,L-D: 08:00-16:00,P
7746,PCAN,"CARRETERA LP2 FUENCALIENTE KM. 24,6",Fuencaliente de la Palma,SANTA CRUZ DE TENERIFE,28.500917,-17.835222,L-D: 06:00-22:00,P
7747,PCAN,"AVENIDA HIPOLITO SINFORIANO,8, 8",Guancha (La),SANTA CRUZ DE TENERIFE,28.374111,-16.650639,L-V: 05:00-21:00; S: 06:00-21:00; D: 07:00-14:00,P
7749,E.S. LA CALETA,"CR ICOD-BUENAVISTA, KM. 8,9",Garachico,SANTA CRUZ DE TENERIFE,28.370083,-16.792500,L-D: 06:00-22:00,P
7751,CEPSA,"CARRETERA N-620A KM. 42,9",Villodrigo,PALENCIA,42.151111,-4.086528,L-D: 06:00-22:00,P
7752,DISA PUERTITO,"CARRETERA TF-61 KM. 2,800",Güímar,SANTA CRUZ DE TENERIFE,28.306389,-16.386056,L-D: 24H,P
7753,CEPSA,"A-62 km 41,6",Villodrigo,PALENCIA,42.159083,-4.079667,L-D: 07:00-23:00,P
7757,REPSOL,"CARRETERA N-525 KM. 165,18",Verín,OURENSE,41.945472,-7.415861,L-V: 06:00-23:00,P
7758,REPSOL,CARRETERA N 610 KM. 32,Villarramiel,PALENCIA,42.046278,-4.899750,L-V: 07:30-22:00; S: 07:30-15:00; D: 14:00-22:00,P
7759,REPSOL,"CARRETERA CL626 KM. 18,400",Santibáñez de la Peña,PALENCIA,42.803056,-4.737694,L: 07:00-21:00,P
7760,DISA TEROR,"CALLE PARROCO JUAN GONZALEZ, 15",Teror,PALMAS (LAS),28.061750,-15.547056,L-D: 06:00-22:00,P
7761,REPSOL,"CR C-615, 28,2",Villoldo,PALENCIA,42.240861,-4.604917,L: 06:00-22:00,P
7762,BP SANTIDAD,"CALLE AVENIDA PEDRO MORALES DENIZ, 180",Arucas,PALMAS (LAS),28.112361,-15.510333,L-S: 06:00-22:00; D: 07:00-22:00,P
7763,BP GUIA,CARRETERA GENERAL DEL NORTE KM. 24,Santa María de Guía de Gran Canaria,PALMAS (LAS),28.141444,-15.628528,L-D: 06:00-22:00,P
7764,SHELL AGAETE,"CALLE LEON Y CASTILLO, 47",Agaete,PALMAS (LAS),28.101861,-15.702083,L-J: 06:00-22:30; V: 06:00-23:00; S: 06:45-23:00; D: 07:45-22:30,P
7765,BP JINAMAR,CARRETERA DE JINAMAR KM. S/N,Telde,PALMAS (LAS),28.035528,-15.417028,L-D: 24H,P
7766,BP LOS CRISTIANOS,"CALLE BULEVAR CHAJOFE, 2",Arona,SANTA CRUZ DE TENERIFE,28.053583,-16.714611,L-D: 24H,P
7767,SHELL ACENTEJO,"CR  GENERAL DEL NORTE, 272",Matanza de Acentejo (La),SANTA CRUZ DE TENERIFE,28.439472,-16.462361,L-S: 06:00-22:00; D: 07:00-21:00,P
7768,BP EL RAMAL,"URBANITZACION CARMENATY, 14",Orotava (La),SANTA CRUZ DE TENERIFE,28.397833,-16.523083,L-D: 06:00-22:00,P
7769,DISA LAS CHUMBERAS,POL. IND. LOS MAJUELOS km CENTRO COMERCIAL M,San Cristóbal de La Laguna,SANTA CRUZ DE TENERIFE,28.458111,-16.304306,L-S: 06:00-22:00; D: 08:00-21:00,P
7770,BP,"AUTOPISTA AUTOPISTA EL TORREON KM. 11,00",Tacoronte,SANTA CRUZ DE TENERIFE,28.480694,-16.397972,L-S: 06:00-00:00; D: 08:00-14:00,P
7771,BP PUERTO DE LA CRUZ,CR DEL BOTANICO km 6,Puerto de la Cruz,SANTA CRUZ DE TENERIFE,28.413750,-16.546167,L-D: 06:30-22:30,P
7772,BP BAJAMAR,CARRETERA BAJAMAR KM. S/N,Santa Cruz de la Palma,SANTA CRUZ DE TENERIFE,28.679917,-17.768306,L-D: 24H,P
7776,BP LA ATALAYA,"PG IND. BARRANCO LAS TORRES, P7-S9, S/N",Adeje,SANTA CRUZ DE TENERIFE,28.125444,-16.740778,L-D: 24H,P
7778,BP EL SAUZAL,"CARRETERA GENERAL DEL NORTE KM. 20,65",Sauzal (El),SANTA CRUZ DE TENERIFE,28.472861,-16.423583,L-S: 06:00-23:00; D: 07:00-22:00,P
7780,TGAS ARONA,CARRETERA GRAL TF-51(ARONA-VILAFLOR KM. 4,Arona,SANTA CRUZ DE TENERIFE,28.099389,-16.682056,L-S: 07:00-21:00; D: 07:00-14:00,P
7784,BP TACO NORTE,"CR TF-411, KM. 2,45",San Cristóbal de La Laguna,SANTA CRUZ DE TENERIFE,28.449500,-16.294583,L-D: 06:00-22:00,P
7786,TGAS LAS CALETILLAS,"CR ACCESO A CALETILLAS, 14.1",Candelaria,SANTA CRUZ DE TENERIFE,28.382306,-16.361667,L-D: 06:00-23:00,P
7787,BP PLAYA LAS AMERICAS,"CALLE AVENIDA DE LOS PUEBLOS, 6",Arona,SANTA CRUZ DE TENERIFE,28.066361,-16.724083,L-D: 24H,P
7790,CEPSA LA CAÑADA,CARRETERA LAS CAÑADAS KM. 5,Orotava (La),SANTA CRUZ DE TENERIFE,28.388250,-16.515194,L-D: 06:00-00:00,P
7791,TGAS LA GORVORANA,"CARRETERA CRT GRAL ICOD-S/C.PK 38.8 KM. 38,8",Realejos (Los),SANTA CRUZ DE TENERIFE,28.394389,-16.572472,L-D: 06:00-23:00,P
7792,BP EL TARO,"CALLE FRANCHY ROCA, S/N",Santa Lucía de Tirajana,PALMAS (LAS),27.838417,-15.456972,L-D: 24H,P
7793,BP EL VERIL,CARRETERA GRAL. DEL SUR KM. 52,San Bartolomé de Tirajana,PALMAS (LAS),27.765389,-15.558556,L-D: 24H,P
7794,BP EL CALERO,"CALLE CALLEJON DEL CASTILLO, 215",Telde,PALMAS (LAS),27.998167,-15.403444,L-D: 06:00-22:00,P
7795,REPSOL SAN MATEO,"CALLE EL RETIRO, S/N",Vega de San Mateo,PALMAS (LAS),28.009028,-15.535722,L-S: 06:00-23:00; D: 07:00-22:00,P
7796,BP ALTAVISTA,"CALLE OBISPO ROMO - ESQ.ECHEGARAY, S/N",Palmas de Gran Canaria (Las),PALMAS (LAS),28.113944,-15.434333,L-D: 06:00-22:00,P
7797,BP COOPERATIVA TAXIS S. CRISTOBAL,"CALLE DIEGO VEGA SARMIENTO, 70",Palmas de Gran Canaria (Las),PALMAS (LAS),28.097972,-15.442722,L-D: 24H,P
7798,BP SAN JOSE,"CALLE BLAS CABRERA FELIPE, 2",Palmas de Gran Canaria (Las),PALMAS (LAS),28.075556,-15.417278,L-D: 24H,P
7799,OCÉANO SARDINA SUR,"CALLE FERNANDO GUANARTEME, 82",Santa Lucía de Tirajana,PALMAS (LAS),27.856083,-15.443306,L-D: 24H,P
7800,BP CIUDAD JARDIN (CAN),"CALLE LEON Y CASTILLO, 273",Palmas de Gran Canaria (Las),PALMAS (LAS),28.126611,-15.429944,L-D: 24H,P
7801,BP PUERTO DE LA LUZ,"CALLE ATINDANA, 2",Palmas de Gran Canaria (Las),PALMAS (LAS),28.150278,-15.420722,L-D: 24H,P
7802,BP ARGUINEGUIN,CARRETERA GENERAL DEL SUR KM. 67,Mogán,PALMAS (LAS),27.760861,-15.682167,L-D: 24H,P
7803,REPSOL,"CARRETERA CIRCUNVALACION KM. 4,5",Arrecife,PALMAS (LAS),28.965167,-13.568250,L-D: 06:00-22:00,P
7804,REPSOL LA ALDEA,"CALLE DR. FLEMING, 86",Aldea de San Nicolás (La),PALMAS (LAS),27.989389,-15.795750,L-S: 06:00-21:00; D: 07:00-20:00,P
7805,BP TAMARACEITE II,CARRETERA GC-21 KM. 0,Palmas de Gran Canaria (Las),PALMAS (LAS),28.097944,-15.479278,L-D: 24H,P
7806,BP GUANARTEME,"CALLE FERNANDO GUANARTEME, 134",Palmas de Gran Canaria (Las),PALMAS (LAS),28.129889,-15.441556,L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00,P
7807,BP MOYA,"CALLE LUJAN PEREZ, 6",Moya,PALMAS (LAS),28.108250,-15.583028,L-D: 06:00-21:00,P
7808,BP LA GARITA,AUTOVIA GC-1 SUR LAS PALMAS KM. 8,Telde,PALMAS (LAS),28.014333,-15.387583,L-D: 24H,P
7809,DISA VALTERRA,"CL BENITO PEREZ GALDOS, 75",Arrecife,PALMAS (LAS),28.965361,-13.546111,L-V: 07:00-21:00; S: 07:00-14:00,P
7810,BP CIDELMAR,"AVENIDA CANARIAS, 6",Palmas de Gran Canaria (Las),PALMAS (LAS),28.108083,-15.414861,L-D: 24H,P
7811,BP LA PATERNA,CARRETERA CTRA. GRAL. DEL NORTE KM. 185,Palmas de Gran Canaria (Las),PALMAS (LAS),28.098639,-15.445944,L-D: 24H,P
7812,REPSOL,"AVENIDA DE CANARIAS, 360",Santa Lucía de Tirajana,PALMAS (LAS),27.844167,-15.445833,L-V: 06:00-22:00; S: 07:00-15:00,P
7814,BP SAN LORENZO,"CARRETERA GENERAL SAN LORENZO KM. 0,5",Palmas de Gran Canaria (Las),PALMAS (LAS),28.093556,-15.477444,L-D: 24H,P
